,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist
20,Adam Armstrong,ENG,FW,Southampton,1997,15.7,10,4,2,2,6,0,6,6,13,1,12,3,13,6,0,36,2.29,22,0,5,6,3,0,3,0.19,2,0,0,0,1,0,1,0,0,13,6,2,18,3,4,1,0,0,36,13,23,229,324,70.7,3453,610,111,142,93,126,12,22,2,1.6,1.4,0.4,13,11,13,0,30,493,9,40,184,275,75,493,42,16,26,287,1882,768,39,24,22,45,13,335,105,2,47,14,2.99,0.89,0.04,0.14,17.2,0,0,0,4.5,4.5,0.1,-2.5,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Stuart Armstrong,SCO,MF,Southampton,1992,16.4,27,19,15,6,6,9,23,14,10,1,9,8,35,15,0,54,3.3,42,2,2,3,4,1,3,0.18,1,0,1,0,1,0,1,0,0,11,20,1,35,8,19,1,0,0,94,3,11,590,744,79.3,8618,2144,321,386,217,250,25,42,0,1.5,1.4,-1.5,25,46,23,4,83,946,22,124,408,428,41,946,54,27,27,595,4052,1934,63,50,12,40,27,661,78,2,38,9,2.32,0.55,0.05,0.22,20.5,0,0,0,2.5,2.5,0.07,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Kepa Arrizabalaga,ESP,GK,Chelsea,1994,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,115,138,83.3,2398,1340,36,36,55,55,21,44,0,0.0,0.0,0.0,0,1,0,0,0,146,125,146,0,0,0,146,0,0,0,101,389,218,0,0,0,0,0,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,13.0,11.0,84.6,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.2,0.25,1.2,0.3,8.0,29.0,27.6,117.0,29.0,19.7,26.4,21.0,28.6,27.6,44.0,2.0,4.5,8.0,2.0,18.8
23,Harrison Ashby,SCO,DF,West Ham,2001,0.1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,100.0,110,8,5,5,1,1,1,1,0,0.0,0.0,0.0,0,0,0,0,0,9,1,3,1,5,0,9,0,0,0,5,35,6,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,1989,11.5,11,5,6,4,1,3,10,7,12,1,11,0,11,4,0,22,1.91,14,0,2,4,2,0,3,0.26,2,0,0,1,0,0,3,0,0,15,8,10,11,0,5,0,0,0,22,25,28,137,208,65.9,1801,404,90,115,37,64,4,9,1,1.0,0.9,0.0,9,6,8,0,26,319,2,33,117,171,50,317,7,2,5,142,779,456,21,9,10,16,4,220,47,4,33,16,2.86,1.39,0.12,0.25,15.0,0,0,2,5.9,4.2,0.13,-1.9,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Jordan Ayew,GHA,FW,Crystal Palace,1991,22.4,47,30,20,20,7,17,31,14,33,3,30,15,62,15,0,61,2.72,41,1,2,3,13,1,6,0.27,5,0,0,0,1,0,2,0,0,38,66,2,74,15,30,1,0,0,132,32,58,576,754,76.4,7894,1509,346,389,180,228,17,54,3,2.8,2.9,0.2,23,31,16,6,51,1087,15,149,514,450,67,1087,71,34,37,696,4590,2316,98,49,24,84,77,779,151,3,35,8,1.56,0.36,0.09,0.38,16.8,1,0,0,3.1,3.1,0.09,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Luke Ayling,ENG,DF,Leeds United,1991,25.2,74,42,46,23,5,51,97,46,46,25,21,28,102,52,1,33,1.31,24,1,0,7,0,1,5,0.2,1,0,0,3,0,1,4,1,0,22,19,2,31,28,42,0,1,0,187,34,50,1224,1592,76.9,22964,10551,535,606,517,619,154,294,2,1.8,1.0,0.2,12,98,11,4,135,1884,178,905,758,244,35,1884,37,23,14,1002,5566,3583,45,23,2,42,10,1147,51,2,19,3,0.75,0.12,0.11,0.67,13.0,0,0,0,1.2,1.2,0.07,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,César Azpilicueta,ESP,DF,Chelsea,1989,23.0,51,28,18,27,6,16,35,19,32,9,23,23,74,65,1,48,2.09,43,0,2,3,0,0,8,0.35,6,0,1,1,0,0,3,0,0,25,5,2,47,23,28,0,1,0,110,46,29,1486,1787,83.2,22185,8377,809,904,565,643,65,139,2,1.8,2.3,0.2,17,104,19,2,138,2017,112,616,932,480,53,2017,19,15,4,1098,4607,2789,49,33,7,21,10,1420,132,1,11,4,0.48,0.17,0.09,0.25,14.7,0,0,0,0.9,0.9,0.08,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Daniel Bachmann,AUT,GK,Watford,1994,12.0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,10,2,0,216,364,59.3,7080,5483,19,19,104,109,93,234,0,0.0,0.0,0.0,0,9,0,0,0,401,325,399,2,0,0,401,1,1,0,214,1241,835,0,0,0,0,0,148,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,28.0,2.33,72.0,46.0,65.3,1.0,0.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,28.0,3.0,1.0,3.0,2.0,23.2,0.3,-2.8,-0.23,71.0,207.0,34.3,275.0,47.0,53.8,40.9,87.0,67.8,47.8,187.0,7.0,3.7,12.0,1.0,16.1
29,Leon Bailey,JAM,FW|MF,Aston Villa,1997,8.5,17,11,6,8,3,6,13,7,10,1,9,1,18,2,0,20,2.37,15,0,1,2,2,0,1,0.12,1,0,0,0,0,0,3,0,0,12,11,4,33,1,11,0,0,0,38,10,16,150,226,66.4,2354,518,76,95,47,66,15,36,2,0.8,1.1,1.2,7,6,9,1,24,348,3,29,119,206,35,348,29,13,16,232,1679,693,34,14,10,33,24,244,61,1,21,8,2.48,0.95,0.05,0.13,19.4,4,0,0,1.5,1.5,0.07,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Eric Bailly,CIV,DF,Manchester Utd,1994,2.4,5,4,4,0,1,3,4,1,4,2,2,3,8,11,0,1,0.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,4,0,0,1,10,6,2,68,85,80.0,1229,484,28,31,36,40,4,13,0,0.0,0.0,0.0,0,3,0,0,5,114,25,73,38,3,0,114,1,0,1,55,340,155,1,0,0,3,1,59,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Folarin Balogun,USA,FW,Arsenal,2001,0.8,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3,4,9,44.4,46,7,3,4,1,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,22,1,2,7,13,6,22,2,0,2,8,22,8,0,0,0,4,0,14,4,0,3,0,3.86,0.0,0.0,0.0,14.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Patrick Bamford,ENG,FW,Leeds United,1993,6.2,1,0,0,1,0,0,3,3,8,2,6,2,3,8,0,13,2.09,9,0,1,2,1,0,3,0.48,2,0,1,0,0,0,2,0,0,5,5,5,3,2,0,0,0,0,12,5,14,88,108,81.5,1103,200,60,68,20,25,3,6,2,1.1,0.4,0.9,5,5,6,1,12,173,10,15,83,76,33,173,7,4,3,92,486,196,8,4,3,18,3,111,24,2,20,5,3.22,0.81,0.1,0.4,14.0,0,0,0,3.0,3.0,0.15,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Shandon Baptiste,GRN,MF,Brentford,1998,10.1,14,4,9,4,1,6,15,9,10,0,10,11,25,12,0,21,2.07,16,0,4,1,0,0,1,0.1,1,0,0,0,0,0,2,1,1,6,11,1,8,11,4,0,0,0,62,7,18,257,308,83.4,3885,900,140,156,85,99,17,30,0,0.5,0.5,-0.5,9,21,6,1,35,418,15,83,216,126,15,418,28,19,9,252,1225,603,14,13,4,21,12,269,29,1,12,4,1.19,0.4,0.08,0.25,20.1,0,0,0,0.7,0.7,0.06,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Ross Barkley,ENG,MF|FW,Chelsea,1993,2.0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,18,9.0,13,3,1,1,0,0,3,1.5,3,0,0,0,0,0,0,0,0,2,4,0,7,1,0,0,0,0,17,6,2,106,128,82.8,1633,369,59,66,32,39,9,11,0,0.5,0.7,-0.5,8,6,7,0,14,153,0,6,49,98,7,153,8,7,1,94,715,373,14,10,0,3,7,124,17,1,9,4,4.53,2.01,0.11,0.25,22.3,0,0,0,1.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Ashley Barnes,ENG,FW,Burnley,1989,9.0,11,2,2,7,2,2,9,7,8,1,7,2,13,5,0,18,2.0,12,0,0,3,3,0,1,0.11,1,0,0,0,0,0,4,0,0,21,12,9,2,2,2,0,1,0,34,49,65,122,198,61.6,1577,452,81,108,30,52,5,10,0,0.9,1.0,-0.9,8,21,5,1,17,302,6,22,163,120,25,301,8,5,3,139,530,215,5,5,1,37,22,224,47,1,15,5,1.67,0.56,0.0,0.0,17.3,0,1,1,2.1,1.4,0.09,-1.1,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Harvey Barnes,ENG,FW|MF,Leicester City,1997,23.3,31,16,9,11,11,7,23,16,24,1,23,5,36,7,0,63,2.7,48,0,7,4,3,1,13,0.56,11,0,0,2,0,0,2,0,0,19,20,10,45,5,16,0,0,0,93,24,41,550,756,72.8,6899,1906,366,442,137,199,15,34,10,4.6,3.2,5.4,29,26,24,7,59,1052,17,115,361,589,130,1052,75,31,44,732,5181,2962,107,61,48,58,43,834,237,6,66,24,2.83,1.03,0.09,0.25,16.1,0,0,0,5.6,5.6,0.09,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis Bate,ENG,MF,Leeds United,2002,1.6,1,0,0,0,1,0,8,8,1,0,1,1,2,1,0,3,1.85,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,8,0,2,45,61,73.8,654,199,23,30,15,17,3,5,0,0.0,0.0,0.0,0,2,0,0,6,86,3,27,51,9,0,86,5,1,4,47,267,57,0,2,0,9,2,53,1,0,1,0,0.62,0.0,0.0,0.0,28.9,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Mads Bech Sørensen,DEN,DF,Brentford,1999,9.3,8,7,6,2,0,6,7,1,9,6,3,6,14,25,0,11,1.19,4,7,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,8,4,0,10,6,7,0,1,0,41,9,4,393,514,76.5,7386,3006,143,161,209,262,37,75,0,0.4,0.3,-0.4,7,19,4,3,20,576,65,291,218,71,6,576,1,0,1,296,1631,1014,9,4,0,2,0,325,4,0,2,0,0.22,0.0,0.0,0.0,12.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Jan Bednarek,POL,DF,Southampton,1996,29.2,32,15,18,13,1,19,33,14,48,27,21,72,104,141,0,22,0.75,16,3,0,1,0,2,1,0.03,1,0,0,0,0,0,10,0,0,30,15,1,1,72,15,0,1,1,177,91,38,1201,1490,80.6,22224,8000,462,523,597,693,117,231,0,0.4,0.7,-0.4,6,81,1,1,61,1828,206,865,904,72,33,1828,1,1,0,873,3515,1642,0,8,0,7,4,993,5,4,19,7,0.65,0.24,0.21,0.57,8.9,0,0,0,2.2,2.2,0.12,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Donny van de Beek,NED,MF,Manchester Utd,1997,0.8,6,4,4,1,1,1,2,1,5,1,4,2,8,1,0,6,7.2,5,0,1,0,0,0,1,1.2,1,0,0,0,0,0,0,0,0,2,2,0,0,2,4,0,0,0,7,1,2,26,34,76.5,348,170,18,21,5,6,1,1,0,0.4,0.2,-0.4,3,2,3,0,4,56,2,22,19,17,3,56,5,1,4,25,116,27,0,1,0,3,3,31,4,1,2,1,2.4,1.2,0.5,1.0,9.0,0,0,0,0.5,0.5,0.24,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Donny van de Beek,NED,MF,Everton,1997,5.4,15,7,8,6,1,6,13,7,6,2,4,6,21,4,0,8,1.49,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,7,1,0,6,6,7,0,0,0,35,7,5,206,250,82.4,2732,712,112,128,73,85,3,12,0,0.1,0.2,-0.1,2,21,3,0,20,306,11,56,179,74,7,306,9,3,6,149,568,264,3,4,0,5,6,180,10,1,5,1,0.93,0.19,0.2,1.0,20.5,0,0,0,1.1,1.1,0.21,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Asmir Begović,BIH,GK,Everton,1987,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,39,85,45.9,1601,1416,2,2,14,14,23,68,0,0.0,0.0,0.0,0,0,0,0,0,97,90,97,0,0,0,97,0,0,0,34,240,138,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,2.67,18.0,11.0,61.1,1.0,0.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,8.0,1.0,0.0,3.0,1.0,4.2,0.18,-2.8,-0.94,20.0,62.0,32.3,54.0,5.0,74.1,48.9,31.0,71.0,51.3,50.0,3.0,6.0,2.0,0.67,10.7
43,Saïd Benrahma,ALG,FW|MF,West Ham,1995,24.1,28,17,16,9,3,15,38,23,17,1,16,9,37,8,0,75,3.11,58,0,7,7,3,0,8,0.33,7,0,0,1,0,0,0,0,0,9,15,9,74,9,17,0,0,0,128,10,19,632,841,75.1,8891,2023,367,432,191,250,32,68,6,3.7,3.3,2.3,32,37,29,10,73,1121,12,136,422,577,87,1121,80,37,43,725,4411,2034,73,42,26,62,30,807,222,8,63,20,2.62,0.83,0.13,0.4,19.6,3,0,0,4.8,4.8,0.08,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Rodrigo Bentancur,URU,MF,Tottenham,1997,15.1,36,18,14,14,8,16,32,16,24,9,15,20,56,35,0,38,2.51,33,0,1,2,1,1,7,0.46,6,0,0,1,0,0,5,0,0,22,13,0,9,20,18,0,0,0,88,21,18,912,1019,89.5,14966,3399,420,454,384,409,64,88,4,2.6,1.4,1.4,15,81,4,2,76,1184,59,255,747,193,15,1184,20,14,6,760,3623,1781,20,21,2,12,13,898,11,0,14,2,0.93,0.13,0.0,0.0,19.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Christian Benteke,BEL,FW,Crystal Palace,1990,12.7,3,2,1,2,0,2,6,4,7,3,4,2,5,33,0,23,1.81,19,0,1,1,2,0,2,0.16,1,0,0,0,1,0,3,0,0,16,16,10,0,2,2,0,0,0,25,85,54,196,305,64.3,2718,483,116,159,54,89,10,15,1,1.3,1.0,-0.3,13,12,10,0,24,450,38,61,196,197,72,450,13,9,4,203,947,391,15,8,9,39,17,345,79,4,39,13,3.07,1.02,0.1,0.31,12.5,0,0,0,4.9,4.9,0.13,-0.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Jóhann Berg Guðmundsson,ISL,MF,Burnley,1990,12.2,16,6,7,7,2,5,20,15,11,2,9,12,28,22,0,23,1.88,16,0,1,4,2,0,2,0.16,2,0,0,0,0,0,2,0,0,16,14,3,44,12,6,0,0,0,71,15,20,209,341,61.3,2955,687,132,166,50,85,15,45,1,0.5,0.8,0.5,6,7,11,9,16,474,20,77,176,229,22,474,22,14,8,270,1466,653,27,20,3,15,19,295,75,0,19,5,1.55,0.41,0.0,0.0,19.9,2,0,0,1.6,1.6,0.08,-1.6,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Steven Bergwijn,NED,FW|MF,Tottenham,1997,6.3,3,2,2,1,0,1,10,9,3,0,3,1,4,8,0,21,3.35,15,1,2,1,2,0,3,0.48,1,0,1,0,1,0,1,0,0,9,9,1,8,1,2,0,0,0,22,4,5,144,177,81.4,1756,392,98,113,30,38,4,7,1,0.9,1.2,0.1,8,9,6,0,17,258,5,33,91,142,40,258,20,10,10,171,1294,728,26,16,10,28,14,203,53,3,19,10,3.03,1.59,0.16,0.3,16.3,0,0,0,2.5,2.5,0.13,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Ryan Bertrand,ENG,DF,Leicester City,1989,3.7,8,5,3,4,1,2,5,3,8,3,5,1,9,7,0,2,0.53,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,1,0,12,1,5,0,0,0,11,1,8,151,191,79.1,2212,828,88,97,51,63,8,18,0,0.0,0.1,0.0,0,12,1,0,17,229,16,65,113,53,4,229,0,0,0,101,412,192,2,2,1,6,4,124,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Mads Bidstrup,DEN,MF,Brentford,2001,0.5,1,0,0,1,0,0,3,3,0,0,0,1,2,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,10,13,76.9,140,31,4,5,4,5,1,1,0,0.0,0.0,0.0,0,0,0,0,0,20,2,8,10,2,0,20,0,0,0,6,21,10,0,0,0,2,1,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
